Date,Close,Open,High,Low,% Change,% Change Predict
11/28/2008,817.5,816.75,821.6,811,0.18%,-5.74%
12/1/2008,770.55,816,819.25,769,-5.74%,1.62%
12/2/2008,783,771.55,786.85,762.3,1.62%,-1.13%
12/3/2008,774.15,782.85,784.45,764.85,-1.13%,-0.97%
12/4/2008,766.65,773.65,788.6,762.9,-0.97%,-1.21%
12/5/2008,757.4,767.15,773.45,741.9,-1.21%,2.02%
12/8/2008,772.7,754.8,782.7,753.65,2.02%,0.50%
12/9/2008,776.6,772.9,781.05,763.3,0.50%,4.14%
12/10/2008,808.75,776.35,814.1,774.65,4.14%,1.66%
12/11/2008,822.2,811.25,835.3,803.1,1.66%,-0.03%
12/12/2008,821.95,819.85,830.1,808.5,-0.03%,2.20%
12/15/2008,840.05,822.05,845.7,822.05,2.20%,2.16%
12/16/2008,858.2,839.25,860.7,830.5,2.16%,0.94%
12/17/2008,866.3,858.2,882.2,847.5,0.94%,-1.37%
12/18/2008,854.4,868,878.85,848.85,-1.37%,-1.88%
12/19/2008,838.35,853.7,854.6,830.6,-1.88%,1.07%
12/22/2008,847.3,838.75,852.25,837.55,1.07%,-0.93%
12/23/2008,839.45,848.45,849.7,830.2,-0.93%,0.96%
12/24/2008,847.55,840.6,849.45,835.8,0.96%,-0.18%
12/25/2008,846,846,846,840.5,-0.18%,2.80%
12/26/2008,869.65,842,871.6,842,2.80%,0.80%
12/29/2008,876.65,868.8,891.05,868.8,0.80%,-0.30%
12/30/2008,874.05,879.05,884.55,864.5,-0.30%,0.70%
12/31/2008,880.2,874.3,884,857.25,0.70%,0.22%
1/1/2009,882.15,881.3,882.15,881.3,0.22%,-0.63%
1/2/2009,876.55,882.8,888.35,868.1,-0.63%,-2.00%
1/5/2009,859,878,884.55,844.5,-2.00%,0.60%
1/6/2009,864.15,859.85,870.7,839.55,0.60%,-2.57%
1/7/2009,841.95,864.6,867.35,835.8,-2.57%,1.92%
1/8/2009,858.1,843.75,865.65,834.5,1.92%,-0.54%
1/9/2009,853.45,857.05,868.65,844.9,-0.54%,-3.77%
1/12/2009,821.25,854.25,857.1,815.65,-3.77%,0.10%
1/13/2009,822.1,820.4,830.8,814.1,0.10%,-1.31%
1/14/2009,811.35,821.95,829.65,807.4,-1.31%,0.62%
1/15/2009,816.35,811.45,821.6,802.65,0.62%,3.31%
1/16/2009,843.35,819,843.6,816.85,3.31%,-0.76%
1/19/2009,836.9,844,847.05,832.7,-0.76%,2.38%
1/20/2009,856.8,835.6,866.8,823.9,2.38%,-0.15%
1/21/2009,855.55,855.85,864.75,843.5,-0.15%,0.23%
1/22/2009,857.55,855,863.2,843.95,0.23%,4.88%
1/23/2009,899.4,856.6,903.5,852.8,4.88%,0.52%
1/26/2009,904.1,898.9,916.3,889.55,0.52%,-0.67%
1/27/2009,898,903.6,907.9,892.5,-0.67%,-1.26%
1/28/2009,886.65,898.65,904.4,880.6,-1.26%,2.42%
1/29/2009,908.15,886.4,909.5,868.85,2.42%,2.16%
1/30/2009,927.75,907.9,931.4,901.8,2.16%,-2.75%
2/2/2009,902.25,927.95,929.2,901.7,-2.75%,0.04%
2/3/2009,902.6,904.3,913.1,888,0.04%,0.42%
2/4/2009,906.4,901.3,909.7,895.5,0.42%,1.03%
2/5/2009,915.75,905.7,925,902.6,1.03%,-0.46%
2/6/2009,911.55,914.7,922.5,904.25,-0.46%,-1.76%
2/9/2009,895.5,910.65,912.7,891.2,-1.76%,2.43%
2/10/2009,917.25,895.95,919,891.2,2.43%,2.39%
2/11/2009,939.15,915.45,947.25,911,2.39%,0.93%
2/12/2009,947.9,939.2,952.8,935.3,0.93%,-0.61%
2/13/2009,942.1,946,947.65,932.4,-0.61%,-0.01%
2/16/2009,942.05,941.7,944.55,936.45,-0.01%,2.98%
2/17/2009,970.15,942,974.2,940.35,2.98%,1.53%
2/18/2009,985,969.4,985.65,960.8,1.53%,-1.03%
2/19/2009,974.85,985.4,986.95,968.9,-1.03%,1.89%
2/20/2009,993.3,974.65,"1,006.40",970.6,1.89%,-0.01%
2/23/2009,993.25,993.5,998.35,976,-0.01%,-2.93%
2/24/2009,964.15,992,995.8,959.75,-2.93%,-1.44%
2/25/2009,950.25,963.55,978.6,944.55,-1.44%,-0.50%
2/26/2009,945.5,953.15,957,931.8,-0.50%,-0.04%
2/27/2009,945.15,945.75,963.1,927.75,-0.04%,-1.96%
3/2/2009,926.65,940,959,926.55,-1.96%,-1.17%
3/3/2009,915.85,925.9,932.9,904.9,-1.17%,-0.90%
3/4/2009,907.65,916.55,923.8,901.75,-0.90%,2.78%
3/5/2009,932.85,907.6,937.15,905.8,2.78%,0.48%
3/6/2009,937.35,932.85,945.4,930.05,0.48%,-1.64%
3/9/2009,921.95,939.5,942.75,911.4,-1.64%,-2.73%
3/10/2009,896.8,922.2,922.95,891.3,-2.73%,1.21%
3/11/2009,907.65,896.65,913.75,892.55,1.21%,2.20%
3/12/2009,927.65,906.95,931.45,905.95,2.20%,0.06%
3/13/2009,928.2,927.05,939.5,919.8,0.06%,-0.52%
3/16/2009,923.35,928.35,930.25,915.5,-0.52%,-0.90%
3/17/2009,915,924.1,924.7,912.2,-0.90%,2.94%
3/18/2009,941.9,916.5,947.05,884.9,2.94%,1.86%
3/19/2009,959.4,939.8,962.3,925.8,1.86%,-0.68%
3/20/2009,952.85,960.15,968.7,947.5,-0.68%,-1.54%
3/23/2009,938.15,950.85,958,937.75,-1.54%,-1.23%
3/24/2009,926.65,937.95,944.8,917.65,-1.23%,0.81%
3/25/2009,934.15,927.15,941,917.1,0.81%,-0.01%
3/26/2009,934.05,934.25,945.95,932.4,-0.01%,-1.18%
3/27/2009,923.05,935.7,937.85,920.1,-1.18%,-0.62%
3/30/2009,917.3,924.4,932.75,907.9,-0.62%,0.09%
3/31/2009,918.15,917.6,925.45,912.35,0.09%,1.01%
4/1/2009,927.4,918.55,933.35,916.7,1.01%,-2.51%
4/2/2009,904.15,927.3,929.8,894.7,-2.51%,-1.13%
4/3/2009,893.9,904.45,910.7,892,-1.13%,-2.70%
4/6/2009,869.8,894.85,896.8,865.3,-2.70%,1.27%
4/7/2009,880.85,868.75,884.95,868.65,1.27%,-0.03%
4/8/2009,880.55,880.85,890.85,878.3,-0.03%,-0.13%
4/9/2009,879.4,881.05,887.05,875.1,-0.13%,0.26%
4/10/2009,881.65,879,885.9,878,0.26%,1.29%
4/13/2009,893.05,881.65,900.35,881.65,1.29%,-0.36%
4/14/2009,889.85,893.9,899.05,886.3,-0.36%,0.20%
4/15/2009,891.6,889.6,899.8,886.55,0.20%,-1.80%
4/16/2009,875.55,891.5,894.45,872.5,-1.80%,-0.76%
4/17/2009,868.9,875.95,877.15,865,-0.76%,1.87%
4/20/2009,885.15,869.05,889.2,865.5,1.87%,-0.21%
4/21/2009,883.25,885,895.75,879.7,-0.21%,0.78%
4/22/2009,890.15,883.5,894.15,882.3,0.78%,1.44%
4/23/2009,903,890.55,909.7,889.75,1.44%,1.12%
4/24/2009,913.1,904.4,914.5,903.25,1.12%,-0.75%
4/27/2009,906.25,912.7,918.85,905,-0.75%,-1.51%
4/28/2009,892.6,907.05,908.25,885.2,-1.51%,0.67%
4/29/2009,898.6,892.6,903.6,888.5,0.67%,-1.35%
4/30/2009,886.5,897.65,900.7,880.8,-1.35%,0.09%
5/1/2009,887.3,887.8,890.55,881.05,0.09%,1.81%
5/4/2009,903.35,887.3,907.6,885.05,1.81%,-0.78%
5/5/2009,896.3,902.3,916.05,895.7,-0.78%,1.63%
5/6/2009,910.9,895.8,913.25,895.3,1.63%,-0.09%
5/7/2009,910.05,910.1,926.15,909.2,-0.09%,0.77%
5/8/2009,917.05,910.8,920.65,905.4,0.77%,-0.38%
5/11/2009,913.6,916.65,918.55,909,-0.38%,1.01%
5/12/2009,922.85,913.25,924.75,912.4,1.01%,0.39%
5/13/2009,926.45,923.2,931.4,917.7,0.39%,-0.01%
5/14/2009,926.35,926.4,929.45,920.6,-0.01%,0.58%
5/15/2009,931.7,926.6,934.65,923.9,0.58%,-1.45%
5/18/2009,918.2,930.6,934.5,916.05,-1.45%,0.81%
5/19/2009,925.65,918.25,930.15,917.1,0.81%,1.34%
5/20/2009,938.1,925.5,941.25,925.4,1.34%,1.74%
5/21/2009,954.4,938.5,956.95,936,1.74%,0.31%
5/22/2009,957.35,955.05,962.3,950.4,0.31%,0.15%
5/25/2009,958.8,957,960.05,953.1,0.15%,-0.69%
5/26/2009,952.15,958,958.95,941.1,-0.69%,-0.33%
5/27/2009,949,953.25,960.2,942.25,-0.33%,1.14%
5/28/2009,959.8,948.65,965.95,944.55,1.14%,2.10%
5/29/2009,980,959.65,981,956.5,2.10%,-0.49%
6/1/2009,975.2,979.6,989.5,974.1,-0.49%,0.68%
6/2/2009,981.85,975.25,987.4,969.6,0.68%,-1.90%
6/3/2009,963.15,982.05,990.8,961.35,-1.90%,1.76%
6/4/2009,980.1,963.25,982.5,961.7,1.76%,-2.43%
6/5/2009,956.3,981.25,983.45,953.5,-2.43%,-0.55%
6/8/2009,951.05,955.65,960.45,944.3,-0.55%,0.39%
6/9/2009,954.75,951.2,962.6,948,0.39%,-0.01%
6/10/2009,954.65,955.35,966.25,947.6,-0.01%,0.04%
6/11/2009,955,954.6,962.7,944.1,0.04%,-1.69%
6/12/2009,938.9,955.3,958.95,937,-1.69%,-1.12%
6/15/2009,928.35,939,939.3,926,-1.12%,0.73%
6/16/2009,935.1,928.75,940.25,927.4,0.73%,0.46%
6/17/2009,939.4,934.85,940.95,928.5,0.46%,-0.64%
6/18/2009,933.35,940.55,943.7,930.6,-0.64%,0.10%
6/19/2009,934.3,934.45,939.8,931.45,0.10%,-1.22%
6/22/2009,922.9,933.95,935.4,918.9,-1.22%,0.35%
6/23/2009,926.15,922.7,927.75,913.9,0.35%,0.64%
6/24/2009,932.1,926.1,943.2,923,0.64%,0.76%
6/25/2009,939.15,930.9,940.1,929.9,0.76%,-0.01%
6/26/2009,939.05,938.65,948.7,936.3,-0.01%,-0.11%
6/29/2009,938.05,940.6,943.5,934.4,-0.11%,-1.19%
6/30/2009,926.85,937.6,945.7,923.6,-1.19%,1.50%
7/1/2009,940.75,925.8,946.75,925.75,1.50%,-1.18%
7/2/2009,929.65,940.8,942.05,927.1,-1.18%,0.31%
7/3/2009,932.5,928.85,934.9,927.9,0.31%,-0.80%
7/6/2009,925,932.55,933.1,921.1,-0.80%,-0.08%
7/7/2009,924.3,924.6,932.55,922.05,-0.08%,-1.61%
7/8/2009,909.45,923.95,925.9,906,-1.61%,0.33%
7/9/2009,912.45,909.35,919.3,907.1,0.33%,0.08%
7/10/2009,913.15,912.3,916.1,907.8,0.08%,0.86%
7/13/2009,921,912.1,924.1,908.4,0.86%,0.50%
7/14/2009,925.6,921.3,928.25,918.6,0.50%,1.50%
7/15/2009,939.45,925.95,942.95,925.3,1.50%,-0.22%
7/16/2009,937.35,940,941.05,933.4,-0.22%,0.04%
7/17/2009,937.7,937.7,940.7,932.6,0.04%,1.24%
7/20/2009,949.35,938.3,955.9,937.65,1.24%,-0.02%
7/21/2009,949.15,950,954.4,945.1,-0.02%,0.24%
7/22/2009,951.4,949,955.4,945.5,0.24%,-0.34%
7/23/2009,948.15,952.75,958.1,948.1,-0.34%,0.34%
7/24/2009,951.35,947.7,954.9,946.95,0.34%,0.24%
7/27/2009,953.65,951.8,959.7,948.2,0.24%,-1.68%
7/28/2009,937.65,953.4,957.4,934.7,-1.68%,-0.82%
7/29/2009,930,937.9,941.7,926.1,-0.82%,0.46%
7/30/2009,934.3,929.95,937.8,929,0.46%,2.19%
7/31/2009,954.75,934.6,957.2,932.6,2.19%,0.18%
8/3/2009,956.5,953.3,963.1,952.2,0.18%,1.18%
8/4/2009,967.75,957.5,971.05,951.85,1.18%,-0.50%
8/5/2009,962.95,967.8,968.75,959.55,-0.50%,0.02%
8/6/2009,963.15,963.3,972.25,956.85,0.02%,-0.86%
8/7/2009,954.9,963.65,965.7,954.2,-0.86%,-0.92%
8/10/2009,946.15,954.75,958.1,943.5,-0.92%,-0.01%
8/11/2009,946.05,946.4,950.95,943,-0.01%,0.18%
8/12/2009,947.75,946.5,953.4,940.9,0.18%,0.76%
8/13/2009,955,948.05,962.05,948.05,0.76%,-0.80%
8/14/2009,947.35,955.05,960.5,944.4,-0.80%,-1.38%
8/17/2009,934.3,947.5,949.35,931.2,-1.38%,0.48%
8/18/2009,938.8,934.15,941.5,934.15,0.48%,0.35%
8/19/2009,942.05,937.75,945.3,932.4,0.35%,-0.13%
8/20/2009,940.85,943.3,947.1,938.6,-0.13%,1.41%
8/21/2009,954.15,940,958.65,938.6,1.41%,-1.18%
8/24/2009,942.9,952.4,957.2,939.8,-1.18%,0.23%
8/25/2009,945.05,943.25,955.7,941.65,0.23%,0.06%
8/26/2009,945.6,943.8,950.35,939.8,0.06%,0.28%
8/27/2009,948.25,945,951.45,942.1,0.28%,0.81%
8/28/2009,955.95,948.7,962,948.7,0.81%,-0.50%
8/31/2009,951.15,956.15,961.85,945.3,-0.50%,0.65%
9/1/2009,957.35,950.55,958,947,0.65%,2.15%
9/2/2009,977.9,956.65,981.1,952.45,2.15%,1.40%
9/3/2009,991.6,977.55,998.2,975.2,1.40%,0.28%
9/4/2009,994.4,992.3,997.3,986.1,0.28%,0.10%
9/7/2009,995.35,994.4,997.85,992.15,0.10%,0.14%
9/8/2009,996.7,995.5,"1,008.95",994.05,0.14%,-0.41%
9/9/2009,992.65,996.8,"1,003.95",987.95,-0.41%,0.39%
9/10/2009,996.5,992.05,998.9,983.1,0.39%,0.94%
9/11/2009,"1,005.85",996,"1,012.55",995.4,0.94%,-0.57%
9/14/2009,"1,000.15","1,005.35","1,009.70",993.9,-0.57%,0.67%
9/15/2009,"1,006.90",999.35,"1,010.50",992.9,0.67%,1.07%
9/16/2009,"1,017.70","1,007.10","1,021.50","1,006.90",1.07%,-0.52%
9/17/2009,"1,012.45","1,017.25","1,024.85","1,010.60",-0.52%,-0.52%
9/18/2009,"1,007.15","1,013.50","1,018.55","1,006.90",-0.52%,-0.36%
9/21/2009,"1,003.55","1,005.45","1,007.60",996.5,-0.36%,1.12%
9/22/2009,"1,014.80","1,003.60","1,020.50","1,002.90",1.12%,-0.63%
9/23/2009,"1,008.45","1,013.85","1,018.35","1,005.90",-0.63%,-1.36%
9/24/2009,994.75,"1,007.35","1,019.50",991.2,-1.36%,-0.30%
9/25/2009,991.75,993.65,999.3,985.1,-0.30%,-0.08%
9/28/2009,990.95,993,997.5,986.6,-0.08%,0.13%
9/29/2009,992.2,991.35,996.7,985.9,0.13%,1.56%
9/30/2009,"1,007.70",992.2,"1,009.95",992.2,1.56%,-0.81%
10/1/2009,999.5,"1,007.20","1,010.40",998.4,-0.81%,0.29%
10/2/2009,"1,002.35",998.6,"1,008.20",987.2,0.29%,1.54%
10/5/2009,"1,017.75","1,001.80","1,018.45","1,001.55",1.54%,2.37%
10/6/2009,"1,041.85","1,017.00","1,044.45","1,015.74",2.37%,0.27%
10/7/2009,"1,044.70","1,041.35","1,049.20","1,037.30",0.27%,0.99%
10/8/2009,"1,055.00","1,044.85","1,062.20","1,043.50",0.99%,-0.55%
10/9/2009,"1,049.25","1,056.00","1,056.00","1,044.30",-0.55%,0.67%
10/12/2009,"1,056.25","1,049.00","1,059.75","1,047.90",0.67%,0.77%
10/13/2009,"1,064.35","1,054.40","1,069.30","1,051.90",0.77%,-0.13%
10/14/2009,"1,062.95","1,064.90","1,071.40","1,056.50",-0.13%,-1.14%
10/15/2009,"1,050.85","1,062.80","1,066.50","1,047.20",-1.14%,0.23%
10/16/2009,"1,053.25","1,050.55","1,057.70","1,043.90",0.23%,0.99%
10/19/2009,"1,063.70","1,052.65","1,065.50","1,048.50",0.99%,-0.82%
10/20/2009,"1,055.00","1,064.50","1,068.10","1,052.00",-0.82%,0.41%
10/21/2009,"1,059.35","1,054.90","1,065.10","1,047.80",0.41%,0.10%
10/22/2009,"1,060.40","1,057.90","1,061.75","1,051.80",0.10%,-0.51%
10/23/2009,"1,054.95","1,059.90","1,067.80","1,050.55",-0.51%,-1.60%
10/26/2009,"1,038.10","1,054.30","1,060.10","1,037.95",-1.60%,0.16%
10/27/2009,"1,039.80","1,037.90","1,044.50","1,033.25",0.16%,-1.15%
10/28/2009,"1,027.85","1,039.50","1,042.60","1,027.35",-1.15%,1.72%
10/29/2009,"1,045.55","1,028.25","1,048.50","1,026.75",1.72%,-0.06%
10/30/2009,"1,044.90","1,045.80","1,049.15","1,035.35",-0.06%,1.37%
11/2/2009,"1,059.25","1,044.30","1,063.10","1,040.65",1.37%,2.36%
11/3/2009,"1,084.25","1,059.85","1,087.85","1,055.40",2.36%,0.77%
11/4/2009,"1,092.60","1,084.85","1,097.65","1,079.90",0.77%,-0.15%
11/5/2009,"1,090.95","1,092.85","1,094.35","1,083.90",-0.15%,0.38%
11/6/2009,"1,095.05","1,089.85","1,101.30","1,086.70",0.38%,0.82%
11/9/2009,"1,104.05","1,097.41","1,111.25","1,095.80",0.82%,0.14%
11/10/2009,"1,105.60","1,104.30","1,109.70","1,097.10",0.14%,1.14%
11/11/2009,"1,118.15","1,105.65","1,118.75","1,105.15",1.14%,-1.28%
11/12/2009,"1,103.80","1,117.70","1,123.25","1,102.70",-1.28%,1.40%
11/13/2009,"1,119.20","1,103.75","1,119.35","1,101.20",1.40%,1.89%
11/16/2009,"1,140.35","1,118.30","1,143.65","1,118.30",1.89%,0.06%
11/17/2009,"1,141.05","1,139.60","1,141.95","1,127.95",0.06%,0.32%
11/18/2009,"1,144.65","1,141.45","1,153.15","1,135.90",0.32%,-0.05%
11/19/2009,"1,144.10","1,145.15","1,146.15","1,129.90",-0.05%,0.51%
11/20/2009,"1,149.95","1,143.95","1,151.30","1,132.80",0.51%,1.33%
11/23/2009,"1,165.25","1,151.20","1,173.90","1,150.85",1.33%,0.38%
11/24/2009,"1,169.70","1,165.85","1,171.50","1,157.75",0.38%,1.74%
11/25/2009,"1,190.05","1,169.25","1,192.00","1,167.05",1.74%,0.26%
11/26/2009,"1,193.10","1,190.85","1,195.40","1,180.40",0.26%,-1.29%
11/27/2009,"1,177.70","1,191.90","1,192.20","1,137.80",-1.29%,0.10%
11/30/2009,"1,178.85","1,176.60","1,182.00","1,163.40",0.10%,1.60%
12/1/2009,"1,197.70","1,179.65","1,201.80","1,175.45",1.60%,1.44%
12/2/2009,"1,214.95","1,196.25","1,217.15","1,195.00",1.44%,-0.33%
12/3/2009,"1,211.00","1,216.15","1,226.50","1,204.30",-0.33%,-4.07%
12/4/2009,"1,161.70","1,207.70","1,212.60","1,147.75",-4.07%,-0.29%
12/7/2009,"1,158.30","1,160.45","1,164.95","1,136.20",-0.29%,-2.44%
12/8/2009,"1,130.05","1,157.25","1,168.90","1,125.55",-2.44%,-0.12%
12/9/2009,"1,128.70","1,129.75","1,146.80","1,117.20",-0.12%,0.30%
12/10/2009,"1,132.05","1,129.10","1,137.00","1,121.70",0.30%,-1.51%
12/11/2009,"1,114.90","1,130.60","1,142.30","1,109.50",-1.51%,0.87%
12/14/2009,"1,124.55","1,113.80","1,127.90","1,110.25",0.87%,0.00%
12/15/2009,"1,124.50","1,126.75","1,129.30","1,111.70",0.00%,1.20%
12/16/2009,"1,137.95","1,124.85","1,141.10","1,121.40",1.20%,-3.49%
12/17/2009,"1,098.25","1,138.30","1,141.90","1,094.90",-3.49%,1.30%
12/18/2009,"1,112.50","1,098.00","1,117.00","1,096.05",1.30%,-1.83%
12/21/2009,"1,092.10","1,111.45","1,119.10","1,090.25",-1.83%,-0.76%
12/22/2009,"1,083.75","1,093.25","1,097.60","1,074.60",-0.76%,0.32%
12/23/2009,"1,087.20","1,084.10","1,096.05","1,079.60",0.32%,1.68%
12/24/2009,"1,105.45","1,087.90","1,106.65","1,087.25",1.68%,-0.09%
12/25/2009,"1,104.50","1,104.00","1,104.50","1,104.00",-0.09%,0.21%
12/28/2009,"1,106.85","1,106.95","1,114.00","1,101.75",0.21%,-0.81%
12/29/2009,"1,097.85","1,106.20","1,108.70","1,096.75",-0.81%,-0.54%
12/30/2009,"1,091.95","1,097.25","1,098.05","1,086.30",-0.54%,0.39%
12/31/2009,"1,096.20","1,093.15","1,107.10","1,092.10",0.39%,0.10%
1/1/2010,"1,097.35","1,097.25","1,097.90","1,097.05",0.10%,2.10%
1/4/2010,"1,120.40","1,096.25","1,123.80","1,093.45",2.10%,-0.12%
1/5/2010,"1,119.05","1,121.30","1,128.10","1,115.25",-0.12%,1.77%
1/6/2010,"1,138.90","1,118.40","1,140.60","1,116.00",1.77%,-0.58%
1/7/2010,"1,132.30","1,138.20","1,139.15","1,128.60",-0.58%,0.38%
1/8/2010,"1,136.60","1,131.85","1,139.80","1,119.95",0.38%,1.44%
1/11/2010,"1,153.00","1,137.20","1,161.90","1,137.20",1.44%,-2.19%
1/12/2010,"1,127.70","1,151.55","1,158.40","1,125.35",-2.19%,0.98%
1/13/2010,"1,138.80","1,128.50","1,138.85","1,119.75",0.98%,0.39%
1/14/2010,"1,143.25","1,137.95","1,146.65","1,131.15",0.39%,-1.08%
1/15/2010,"1,130.90","1,143.10","1,146.60","1,127.50",-1.08%,0.19%
1/18/2010,"1,133.00","1,129.40","1,137.55","1,126.75",0.19%,0.45%
1/19/2010,"1,138.10","1,132.05","1,140.80","1,129.00",0.45%,-2.32%
1/20/2010,"1,111.70","1,138.50","1,141.60","1,107.40",-2.32%,-1.49%
1/21/2010,"1,095.15","1,111.65","1,117.85","1,088.70",-1.49%,-0.20%
1/22/2010,"1,093.00","1,094.65","1,099.15","1,082.30",-0.20%,0.48%
1/25/2010,"1,098.25","1,091.05","1,104.20","1,091.05",0.48%,-0.02%
1/26/2010,"1,098.05","1,098.40","1,103.55","1,085.80",-0.02%,-1.02%
1/27/2010,"1,086.85","1,097.70","1,102.70","1,083.65",-1.02%,-0.05%
1/28/2010,"1,086.30","1,087.80","1,096.35","1,074.15",-0.05%,-0.44%
1/29/2010,"1,081.55","1,087.20","1,090.60","1,074.85",-0.44%,2.39%
2/1/2010,"1,107.35","1,080.10","1,107.90","1,076.80",2.39%,0.71%
2/2/2010,"1,115.20","1,105.80","1,118.35","1,099.00",0.71%,-0.50%
2/3/2010,"1,109.65","1,114.40","1,124.85","1,107.20",-0.50%,-4.16%
2/4/2010,"1,063.45","1,109.30","1,111.10","1,059.50",-4.16%,0.19%
2/5/2010,"1,065.45","1,063.15","1,069.15","1,044.25",0.19%,-0.16%
2/8/2010,"1,063.75","1,067.40","1,073.90","1,061.90",-0.16%,1.27%
2/9/2010,"1,077.30","1,062.95","1,083.45","1,061.80",1.27%,-0.41%
2/10/2010,"1,072.85","1,077.45","1,082.50","1,063.50",-0.41%,2.10%
2/11/2010,"1,095.35","1,072.00","1,098.15","1,071.35",2.10%,-0.18%
2/12/2010,"1,093.40","1,096.70","1,097.35","1,078.55",-0.18%,0.70%
2/15/2010,"1,101.00","1,092.85","1,102.65","1,092.00",0.70%,1.72%
2/16/2010,"1,119.95","1,099.60","1,121.20","1,097.85",1.72%,-0.42%
2/17/2010,"1,115.20","1,119.25","1,127.25","1,111.70",-0.42%,0.78%
2/18/2010,"1,123.90","1,106.35","1,124.05","1,098.20",0.78%,-0.45%
2/19/2010,"1,118.85","1,111.30","1,126.95","1,098.95",-0.45%,-0.46%
2/22/2010,"1,113.70","1,124.90","1,131.05","1,109.70",-0.46%,-1.05%
2/23/2010,"1,102.05","1,113.80","1,121.20","1,099.35",-1.05%,-0.51%
2/24/2010,"1,096.40","1,103.40","1,108.35","1,089.85",-0.51%,0.88%
2/25/2010,"1,106.10","1,097.60","1,109.15","1,088.60",0.88%,0.94%
2/26/2010,"1,116.50","1,105.00","1,119.20","1,104.40",0.94%,0.08%
3/1/2010,"1,117.35","1,116.55","1,123.70","1,112.05",0.08%,1.55%
3/2/2010,"1,134.65","1,118.75","1,137.75","1,115.10",1.55%,0.43%
3/3/2010,"1,139.50","1,134.85","1,145.00","1,132.40",0.43%,-0.66%
3/4/2010,"1,132.00","1,139.80","1,141.60","1,126.10",-0.66%,0.00%
3/5/2010,"1,132.05","1,131.80","1,140.70","1,127.00",0.00%,-0.85%
3/8/2010,"1,122.40","1,135.70","1,137.80","1,118.55",-0.85%,-0.20%
3/9/2010,"1,120.10","1,123.30","1,124.70","1,108.95",-0.20%,-1.06%
3/10/2010,"1,108.20","1,121.65","1,128.15","1,103.25",-1.06%,0.11%
3/11/2010,"1,109.45","1,108.35","1,111.65","1,100.44",0.11%,-0.63%
3/12/2010,"1,102.45","1,109.65","1,119.45","1,098.65",-0.63%,0.60%
3/15/2010,"1,109.10","1,100.50","1,109.80","1,100.35",0.60%,1.50%
3/16/2010,"1,125.70","1,109.45","1,129.45","1,109.05",1.50%,-0.06%
3/17/2010,"1,125.05","1,126.10","1,133.80","1,118.85",-0.06%,0.08%
3/18/2010,"1,125.95","1,124.00","1,129.55","1,118.40",0.08%,-1.63%
3/19/2010,"1,107.55","1,125.95","1,127.50","1,101.95",-1.63%,-0.47%
3/22/2010,"1,102.30","1,107.40","1,108.85","1,092.75",-0.47%,0.03%
3/23/2010,"1,102.65","1,102.45","1,108.05","1,094.80",0.03%,-1.37%
3/24/2010,"1,087.50","1,101.75","1,105.40","1,085.35",-1.37%,0.35%
3/25/2010,"1,091.35","1,086.50","1,095.95","1,085.45",0.35%,1.40%
3/26/2010,"1,106.60","1,089.55","1,110.65","1,088.85",1.40%,0.23%
3/29/2010,"1,109.20","1,110.55","1,115.45","1,104.35",0.23%,-0.50%
3/30/2010,"1,103.60","1,110.25","1,114.15","1,102.45",-0.50%,0.92%
3/31/2010,"1,113.80","1,103.70","1,118.90","1,102.45",0.92%,1.14%
4/1/2010,"1,126.50","1,113.40","1,128.75","1,112.35",1.14%,-0.53%
4/2/2010,"1,120.50","1,125.00","1,125.00","1,120.00",-0.53%,0.91%
4/5/2010,"1,130.70","1,125.10","1,134.20","1,119.20",0.91%,0.31%
4/6/2010,"1,134.20","1,130.65","1,138.90","1,123.00",0.31%,1.22%
4/7/2010,"1,148.00","1,134.15","1,153.25","1,132.80",1.22%,0.27%
4/8/2010,"1,151.15","1,149.45","1,154.65","1,144.40",0.27%,0.85%
4/9/2010,"1,160.90","1,150.95","1,165.35","1,149.70",0.85%,-0.77%
4/12/2010,"1,152.00","1,165.69","1,169.19","1,152.00",-0.77%,-0.07%
4/13/2010,"1,151.15","1,155.55","1,157.90","1,145.75",-0.07%,0.33%
4/14/2010,"1,154.90","1,151.30","1,162.60","1,150.80",0.33%,0.35%
4/15/2010,"1,158.95","1,155.30","1,162.30","1,150.85",0.35%,-1.86%
4/16/2010,"1,137.45","1,158.80","1,160.45","1,130.65",-1.86%,-0.16%
4/19/2010,"1,135.60","1,134.65","1,138.45","1,124.15",-0.16%,0.43%
4/20/2010,"1,140.50","1,135.70","1,146.30","1,133.45",0.43%,0.51%
4/21/2010,"1,146.30","1,140.20","1,150.90","1,138.25",0.51%,-0.42%
4/22/2010,"1,141.45","1,145.75","1,149.50","1,132.15",-0.42%,1.40%
4/23/2010,"1,157.40","1,141.50","1,158.00","1,135.45",1.40%,-0.22%
4/26/2010,"1,154.88","1,156.50","1,160.23","1,151.05",-0.22%,1.56%
4/27/2010,"1,172.93","1,153.78","1,172.93","1,146.55",1.56%,-0.64%
4/28/2010,"1,165.45","1,168.03","1,174.68","1,160.65",-0.64%,0.14%
4/29/2010,"1,167.10","1,164.95","1,171.75","1,162.55",0.14%,1.04%
4/30/2010,"1,179.25","1,168.70","1,182.05","1,161.88",1.04%,0.27%
5/3/2010,"1,182.40","1,179.00","1,187.91","1,176.30",0.27%,-0.91%
5/4/2010,"1,171.65","1,181.75","1,192.40","1,167.16",-0.91%,0.30%
