Date,Close,Open,High,Low,% Change,% Change Predict
9/20/2019,"1,517.15","1,499.60","1,517.21","1,498.00",1.20%,0.33%
9/23/2019,"1,522.12","1,516.65","1,527.05","1,511.35",0.33%,0.67%
9/24/2019,"1,532.30","1,522.50","1,536.10","1,515.95",0.67%,-1.84%
9/25/2019,"1,504.15","1,531.60","1,535.40","1,501.41",-1.84%,0.11%
9/26/2019,"1,505.80","1,503.89","1,512.60","1,501.74",0.11%,-0.59%
9/27/2019,"1,496.94","1,506.18","1,507.79","1,486.98",-0.59%,-1.65%
9/30/2019,"1,472.25","1,497.08","1,500.50","1,464.24",-1.65%,0.46%
10/1/2019,"1,478.98","1,472.30","1,487.42","1,458.90",0.46%,1.39%
10/2/2019,"1,499.51","1,479.19","1,504.98","1,474.25",1.39%,0.37%
10/3/2019,"1,505.00","1,499.55","1,518.75","1,495.85",0.37%,-0.03%
10/4/2019,"1,504.60","1,505.19","1,510.94","1,497.01",-0.03%,-0.73%
10/7/2019,"1,493.60","1,504.76","1,509.47","1,489.94",-0.73%,0.80%
10/8/2019,"1,505.51","1,493.40","1,508.56","1,487.49",0.80%,0.01%
10/9/2019,"1,505.70","1,506.06","1,511.60","1,499.70",0.01%,-0.76%
10/10/2019,"1,494.30","1,505.60","1,517.07","1,491.40",-0.76%,-0.30%
10/11/2019,"1,489.85","1,494.46","1,503.49","1,474.30",-0.30%,0.20%
10/14/2019,"1,492.90","1,488.60","1,497.10","1,482.60",0.20%,-0.79%
10/15/2019,"1,481.17","1,493.25","1,497.99","1,477.46",-0.79%,0.58%
10/16/2019,"1,489.77","1,481.28","1,491.60","1,477.05",0.58%,0.14%
10/17/2019,"1,491.89","1,490.40","1,497.43","1,483.35",0.14%,-0.12%
10/18/2019,"1,490.10","1,492.32","1,494.33","1,484.80",-0.12%,-0.38%
10/21/2019,"1,484.50","1,492.02","1,495.31","1,481.75",-0.38%,0.24%
10/22/2019,"1,488.05","1,484.66","1,489.17","1,480.84",0.24%,0.27%
10/23/2019,"1,492.10","1,488.20","1,496.24","1,487.49",0.27%,0.77%
10/24/2019,"1,503.65","1,492.30","1,504.21","1,488.02",0.77%,0.07%
10/25/2019,"1,504.73","1,504.75","1,518.10","1,500.55",0.07%,-0.80%
10/28/2019,"1,492.69","1,504.21","1,508.36","1,489.65",-0.80%,-0.34%
10/29/2019,"1,487.60","1,492.64","1,495.00","1,483.71",-0.34%,0.52%
10/30/2019,"1,495.40","1,487.60","1,496.80","1,481.02",0.52%,1.20%
10/31/2019,"1,513.36","1,496.39","1,514.39","1,493.64",1.20%,0.04%
11/1/2019,"1,513.95","1,513.53","1,515.81","1,503.30",0.04%,-0.29%
11/4/2019,"1,509.63","1,513.80","1,514.93","1,504.46",-0.29%,-1.69%
11/5/2019,"1,484.10","1,509.64","1,509.90","1,479.35",-1.69%,0.43%
11/6/2019,"1,490.46","1,484.10","1,494.30","1,482.21",0.43%,-1.50%
11/7/2019,"1,468.07","1,490.29","1,492.32","1,461.00",-1.50%,-0.64%
11/8/2019,"1,458.66","1,468.01","1,473.25","1,456.05",-0.64%,-0.19%
11/11/2019,"1,455.90","1,458.96","1,466.59","1,448.14",-0.19%,0.09%
11/12/2019,"1,457.19","1,455.79","1,460.32","1,445.43",0.09%,0.41%
11/13/2019,"1,463.19","1,457.19","1,467.14","1,455.90",0.41%,0.55%
11/14/2019,"1,471.20","1,463.18","1,474.48","1,460.76",0.55%,-0.26%
11/15/2019,"1,467.37","1,471.20","1,471.43","1,462.05",-0.26%,0.24%
11/18/2019,"1,470.85","1,467.51","1,474.10","1,455.97",0.24%,0.10%
11/19/2019,"1,472.38","1,470.85","1,475.50","1,464.30",0.10%,-0.08%
11/20/2019,"1,471.25","1,472.39","1,478.90","1,465.66",-0.08%,-0.47%
11/21/2019,"1,464.40","1,471.40","1,475.85","1,462.43",-0.47%,-0.14%
11/22/2019,"1,462.29","1,464.40","1,473.15","1,461.00",-0.14%,-0.50%
11/25/2019,"1,454.97","1,462.14","1,462.14","1,453.50",-0.50%,0.46%
11/26/2019,"1,461.60","1,455.28","1,463.06","1,450.70",0.46%,-0.50%
11/27/2019,"1,454.35","1,461.35","1,461.82","1,452.20",-0.50%,0.27%
11/28/2019,"1,458.34","1,456.85","1,458.45","1,454.19",0.27%,0.44%
11/29/2019,"1,464.80","1,456.70","1,467.21","1,453.38",0.44%,-0.16%
12/2/2019,"1,462.44","1,466.73","1,466.73","1,453.70",-0.16%,1.02%
12/3/2019,"1,477.34","1,462.50","1,481.90","1,458.87",1.02%,-0.20%
12/4/2019,"1,474.35","1,477.21","1,484.25","1,471.21",-0.20%,0.09%
12/5/2019,"1,475.70","1,474.06","1,480.50","1,472.60",0.09%,-1.08%
12/6/2019,"1,459.76","1,475.85","1,477.15","1,458.42",-1.08%,0.15%
12/9/2019,"1,461.99","1,459.19","1,465.50","1,458.55",0.15%,0.15%
12/10/2019,"1,464.21","1,462.08","1,469.24","1,459.55",0.15%,0.73%
12/11/2019,"1,474.85","1,464.04","1,478.90","1,462.14",0.73%,-0.37%
12/12/2019,"1,469.43","1,474.85","1,486.90","1,464.45",-0.37%,0.43%
12/13/2019,"1,475.81","1,469.62","1,478.00","1,462.41",0.43%,0.03%
12/16/2019,"1,476.25","1,475.45","1,479.86","1,472.80",0.03%,0.01%
12/17/2019,"1,476.45","1,476.25","1,480.61","1,474.06",0.01%,-0.07%
12/18/2019,"1,475.44","1,476.45","1,479.39","1,470.10",-0.07%,0.25%
12/19/2019,"1,479.15","1,475.29","1,481.90","1,472.60",0.25%,-0.06%
12/20/2019,"1,478.20","1,479.29","1,481.06","1,475.50",-0.06%,0.50%
12/23/2019,"1,485.52","1,478.20","1,486.16","1,477.50",0.50%,0.95%
12/24/2019,"1,499.56","1,486.07","1,501.08","1,484.96",0.95%,0.00%
12/25/2019,"1,499.55","1,499.55","1,499.55","1,499.55",0.00%,0.80%
12/26/2019,"1,511.55","1,499.41","1,512.55","1,497.45",0.80%,-0.06%
12/27/2019,"1,510.67","1,511.55","1,515.34","1,506.73",-0.06%,0.30%
12/30/2019,"1,515.22","1,511.49","1,516.30","1,509.96",0.30%,0.14%
12/31/2019,"1,517.39","1,515.51","1,525.59","1,514.79",0.14%,-0.01%
1/1/2020,"1,517.30","1,517.26","1,517.48","1,517.20",-0.01%,0.77%
1/2/2020,"1,528.94","1,517.13","1,531.30","1,517.09",0.77%,1.49%
1/3/2020,"1,551.65","1,529.11","1,553.45","1,527.95",1.49%,0.92%
1/6/2020,"1,565.96","1,560.59","1,582.69","1,560.59",0.92%,0.51%
1/7/2020,"1,573.99","1,565.93","1,577.38","1,555.10",0.51%,-1.16%
1/8/2020,"1,555.81","1,573.99","1,611.00","1,551.97",-1.16%,-0.22%
1/9/2020,"1,552.37","1,555.76","1,561.33","1,539.88",-0.22%,0.64%
1/10/2020,"1,562.28","1,552.26","1,563.19","1,545.32",0.64%,-0.89%
1/13/2020,"1,548.30","1,562.29","1,562.30","1,546.52",-0.89%,-0.12%
1/14/2020,"1,546.37","1,548.31","1,548.80","1,535.88",-0.12%,0.64%
1/15/2020,"1,556.19","1,546.26","1,558.23","1,546.01",0.64%,-0.22%
1/16/2020,"1,552.79","1,556.17","1,558.14","1,547.85",-0.22%,0.25%
1/17/2020,"1,556.61","1,552.90","1,561.30","1,549.26",0.25%,0.32%
1/20/2020,"1,561.58","1,558.56","1,562.81","1,556.35",0.32%,-0.23%
1/21/2020,"1,558.02","1,560.85","1,568.65","1,546.25",-0.23%,0.06%
1/22/2020,"1,558.91","1,558.03","1,559.35","1,549.81",0.06%,0.28%
1/23/2020,"1,563.33","1,558.93","1,567.94","1,551.29",0.28%,0.47%
1/24/2020,"1,570.65","1,563.29","1,575.76","1,556.16",0.47%,0.72%
1/27/2020,"1,581.95","1,579.99","1,586.72","1,575.59",0.72%,-0.99%
1/28/2020,"1,566.24","1,582.05","1,583.17","1,565.64",-0.99%,0.69%
1/29/2020,"1,577.12","1,566.21","1,577.96","1,563.10",0.69%,-0.18%
1/30/2020,"1,574.22","1,576.98","1,585.97","1,572.49",-0.18%,1.02%
1/31/2020,"1,590.20","1,574.27","1,590.20","1,570.84",1.02%,-0.86%
2/3/2020,"1,576.45","1,589.85","1,591.86","1,571.26",-0.86%,-1.52%
2/4/2020,"1,552.55","1,576.30","1,579.54","1,548.99",-1.52%,0.27%
2/5/2020,"1,556.70","1,552.57","1,562.31","1,547.20",0.27%,0.65%
2/6/2020,"1,566.85","1,556.88","1,568.29","1,552.24",0.65%,0.22%
2/7/2020,"1,570.29","1,566.96","1,574.05","1,562.38",0.22%,0.13%
2/10/2020,"1,572.30","1,569.94","1,577.16","1,568.01",0.13%,-0.29%
2/11/2020,"1,567.72","1,572.01","1,573.96","1,562.18",-0.29%,-0.13%
2/12/2020,"1,565.63","1,567.73","1,570.48","1,561.46",-0.13%,0.69%
2/13/2020,"1,576.39","1,565.62","1,578.11","1,565.43",0.69%,0.53%
2/14/2020,"1,584.70","1,576.29","1,585.04","1,573.15",0.53%,-0.23%
2/17/2020,"1,581.10","1,584.75","1,584.86","1,578.40",-0.23%,1.32%
2/18/2020,"1,601.91","1,583.31","1,605.35","1,582.96",1.32%,0.61%
2/19/2020,"1,611.64","1,601.80","1,612.91","1,599.49",0.61%,0.50%
2/20/2020,"1,619.70","1,611.71","1,623.74","1,603.89",0.50%,1.48%
2/21/2020,"1,643.70","1,619.79","1,649.14","1,618.99",1.48%,1.04%
2/24/2020,"1,660.72","1,658.96","1,688.96","1,652.30",1.04%,-1.53%
2/25/2020,"1,635.38","1,660.72","1,660.85","1,629.01",-1.53%,0.28%
2/26/2020,"1,639.96","1,635.46","1,655.07","1,625.72",0.28%,0.15%
2/27/2020,"1,642.35","1,640.56","1,660.44","1,635.66",0.15%,-3.48%
2/28/2020,"1,585.12","1,642.14","1,649.49","1,565.86",-3.48%,0.35%
3/2/2020,"1,590.73","1,590.99","1,610.78","1,579.54",0.35%,3.08%
3/3/2020,"1,639.77","1,590.78","1,649.50","1,587.79",3.08%,-0.24%
3/4/2020,"1,635.83","1,639.85","1,651.68","1,631.99",-0.24%,2.13%
3/5/2020,"1,670.61","1,635.83","1,674.66","1,634.92",2.13%,0.22%
3/6/2020,"1,674.23","1,670.66","1,692.11","1,647.98",0.22%,0.36%
3/9/2020,"1,680.20","1,694.60","1,703.16","1,657.96",0.36%,-1.84%
3/10/2020,"1,649.36","1,678.90","1,680.36","1,642.11",-1.84%,-0.87%
3/11/2020,"1,635.03","1,649.69","1,670.97","1,632.90",-0.87%,-3.54%
3/12/2020,"1,577.09","1,634.69","1,650.13","1,560.96",-3.54%,-3.00%
3/13/2020,"1,529.70","1,576.83","1,597.72","1,506.73",-3.00%,-0.99%
3/16/2020,"1,514.61","1,550.59","1,573.49","1,451.68",-0.99%,0.92%
3/17/2020,"1,528.58","1,512.05","1,553.11","1,465.60",0.92%,-2.77%
3/18/2020,"1,486.30","1,527.30","1,546.05","1,472.60",-2.77%,-1.03%
3/19/2020,"1,471.00","1,486.10","1,501.61","1,464.75",-1.03%,1.85%
3/20/2020,"1,498.24","1,470.39","1,516.43","1,460.49",1.85%,3.71%
3/23/2020,"1,553.81","1,508.25","1,561.76","1,485.40",3.71%,4.39%
3/24/2020,"1,622.03","1,565.36","1,644.35","1,564.77",4.39%,-0.51%
3/25/2020,"1,613.79","1,618.79","1,636.29","1,584.18",-0.51%,1.15%
3/26/2020,"1,632.38","1,620.16","1,645.80","1,595.81",1.15%,-0.54%
3/27/2020,"1,623.50","1,634.99","1,640.76","1,614.75",-0.54%,-0.01%
3/30/2020,"1,623.30","1,617.38","1,635.59","1,607.63",-0.01%,-3.20%
3/31/2020,"1,571.31","1,612.25","1,623.52","1,562.25",-3.20%,1.51%
4/1/2020,"1,595.05","1,569.45","1,604.12","1,568.91",1.51%,1.17%
4/2/2020,"1,613.79","1,590.75","1,621.27","1,576.43",1.17%,0.29%
4/3/2020,"1,618.45","1,609.99","1,627.04","1,607.00",0.29%,2.75%
4/6/2020,"1,663.00","1,596.80","1,669.76","1,596.80",2.75%,-0.84%
4/7/2020,"1,648.95","1,662.38","1,671.88","1,641.06",-0.84%,-0.15%
4/8/2020,"1,646.52","1,645.94","1,657.06","1,641.15",-0.15%,2.28%
4/9/2020,"1,684.07","1,644.28","1,690.29","1,642.34",2.28%,0.35%
4/10/2020,"1,689.90","1,675.00","1,696.50","1,675.00",0.35%,1.45%
4/13/2020,"1,714.32","1,682.25","1,722.36","1,672.95",1.45%,0.90%
4/14/2020,"1,729.70","1,714.09","1,748.50","1,709.10",0.90%,-0.76%
4/15/2020,"1,716.60","1,729.43","1,731.43","1,706.99",-0.76%,0.10%
4/16/2020,"1,718.40","1,716.29","1,738.74","1,706.92",0.10%,-1.96%
4/17/2020,"1,684.69","1,713.49","1,718.69","1,678.52",-1.96%,0.56%
4/20/2020,"1,694.12","1,691.44","1,703.02","1,671.74",0.56%,-0.42%
4/21/2020,"1,687.02","1,694.22","1,698.48","1,660.99",-0.42%,1.65%
4/22/2020,"1,714.82","1,686.47","1,719.66","1,680.05",1.65%,0.98%
4/23/2020,"1,731.59","1,713.00","1,738.84","1,704.05",0.98%,-0.12%
4/24/2020,"1,729.43","1,733.32","1,737.89","1,710.63",-0.12%,-0.80%
4/27/2020,"1,715.57","1,724.86","1,727.82","1,705.82",-0.80%,-0.40%
4/28/2020,"1,708.63","1,716.19","1,716.19","1,691.80",-0.40%,0.22%
4/29/2020,"1,712.38","1,708.72","1,717.52","1,697.72",0.22%,-1.60%
4/30/2020,"1,685.05","1,715.22","1,726.14","1,684.16",-1.60%,0.91%
5/1/2020,"1,700.41","1,685.24","1,706.21","1,669.82",0.91%,0.08%
5/4/2020,"1,701.69","1,697.26","1,712.00","1,690.96",0.08%,0.32%
5/5/2020,"1,707.17","1,701.78","1,712.60","1,691.13",0.32%,-1.25%
5/6/2020,"1,685.88","1,705.77","1,707.85","1,681.34",-1.25%,1.90%
5/7/2020,"1,717.94","1,686.08","1,722.02","1,681.96",1.90%,-0.89%
5/8/2020,"1,702.65","1,717.46","1,724.56","1,701.61",-0.89%,-0.31%
5/11/2020,"1,697.35","1,703.76","1,713.67","1,691.56",-0.31%,0.32%
5/12/2020,"1,702.72","1,696.25","1,711.04","1,692.28",0.32%,0.78%
5/13/2020,"1,715.99","1,701.21","1,718.33","1,697.92",0.78%,0.85%
5/14/2020,"1,730.65","1,715.01","1,737.34","1,710.39",0.85%,0.71%
5/15/2020,"1,743.00","1,731.13","1,753.25","1,728.52",0.71%,-0.61%
5/18/2020,"1,732.32","1,742.93","1,764.81","1,726.26",-0.61%,0.74%
5/19/2020,"1,745.11","1,733.37","1,748.77","1,725.83",0.74%,0.25%
5/20/2020,"1,749.50","1,744.44","1,754.08","1,740.91",0.25%,-1.32%
5/21/2020,"1,726.34","1,750.18","1,750.64","1,717.56",-1.32%,0.56%
5/22/2020,"1,736.07","1,725.26","1,741.51","1,724.29",0.56%,-0.37%
5/25/2020,"1,729.57","1,734.73","1,735.57","1,720.47",-0.37%,-0.99%
5/26/2020,"1,712.45","1,729.65","1,736.29","1,708.31",-0.99%,-0.19%
5/27/2020,"1,709.25","1,712.03","1,715.77","1,693.60",-0.19%,0.59%
5/28/2020,"1,719.40","1,709.68","1,727.69","1,707.19",0.59%,0.52%
5/29/2020,"1,728.30","1,721.70","1,738.99","1,713.79",0.52%,0.70%
6/1/2020,"1,740.34","1,736.42","1,744.52","1,727.03",0.70%,-0.71%
6/2/2020,"1,727.97","1,740.93","1,745.54","1,721.52",-0.71%,-1.70%
6/3/2020,"1,698.63","1,728.97","1,732.92","1,690.01",-1.70%,0.78%
6/4/2020,"1,711.84","1,699.11","1,722.22","1,697.40",0.78%,-1.52%
6/5/2020,"1,685.83","1,711.20","1,716.39","1,670.75",-1.52%,0.57%
6/8/2020,"1,695.47","1,684.16","1,701.27","1,677.61",0.57%,1.13%
6/9/2020,"1,714.57","1,700.25","1,720.75","1,691.92",1.13%,1.31%
6/10/2020,"1,737.10","1,714.33","1,740.29","1,708.83",1.31%,-0.55%
6/11/2020,"1,727.51","1,737.11","1,744.72","1,721.34",-0.55%,0.19%
6/12/2020,"1,730.80","1,728.32","1,743.59","1,723.12",0.19%,-0.30%
6/15/2020,"1,725.53","1,732.35","1,734.78","1,704.76",-0.30%,0.11%
6/16/2020,"1,727.46","1,725.79","1,733.06","1,715.93",0.11%,-0.02%
6/17/2020,"1,727.04","1,727.34","1,730.62","1,713.37",-0.02%,-0.23%
6/18/2020,"1,722.99","1,725.57","1,736.87","1,717.28",-0.23%,1.20%
6/19/2020,"1,743.62","1,723.16","1,745.68","1,721.36",1.20%,0.68%
6/22/2020,"1,755.44","1,749.00","1,763.82","1,743.78",0.68%,0.69%
6/23/2020,"1,767.54","1,756.03","1,771.69","1,747.90",0.69%,-0.29%
6/24/2020,"1,762.43","1,769.09","1,780.06","1,761.09",-0.29%,-0.03%
6/25/2020,"1,761.82","1,759.76","1,768.84","1,755.23",-0.03%,0.55%
6/26/2020,"1,771.47","1,762.35","1,772.36","1,748.04",0.55%,0.05%
6/29/2020,"1,772.28","1,773.27","1,775.86","1,766.07",0.05%,0.53%
6/30/2020,"1,781.66","1,771.77","1,786.46","1,765.77",0.53%,-0.64%
7/1/2020,"1,770.32","1,780.91","1,789.27","1,759.02",-0.64%,0.33%
7/2/2020,"1,776.13","1,769.60","1,780.21","1,757.85",0.33%,-0.06%
7/3/2020,"1,775.05","1,774.03","1,777.01","1,772.03",-0.06%,0.50%
7/6/2020,"1,783.90","1,776.24","1,786.98","1,770.09",0.50%,0.64%
7/7/2020,"1,795.26","1,784.57","1,797.93","1,774.37",0.64%,0.86%
7/8/2020,"1,810.78","1,794.93","1,818.37","1,791.82",0.86%,-0.42%
7/9/2020,"1,803.19","1,810.68","1,815.99","1,795.76",-0.42%,-0.24%
7/10/2020,"1,798.89","1,801.71","1,810.94","1,794.47",-0.24%,0.25%
7/13/2020,"1,803.39","1,798.69","1,813.65","1,797.94",0.25%,0.24%
7/14/2020,"1,807.78","1,802.77","1,810.94","1,791.02",0.24%,0.23%
7/15/2020,"1,811.90","1,808.14","1,815.00","1,802.91",0.23%,-0.82%
7/16/2020,"1,797.05","1,811.72","1,813.41","1,795.10",-0.82%,0.72%
7/17/2020,"1,809.90","1,797.30","1,812.59","1,795.11",0.72%,0.34%
7/20/2020,"1,816.09","1,809.28","1,820.76","1,805.70",0.34%,1.44%
7/21/2020,"1,842.22","1,815.53","1,843.75","1,815.44",1.44%,1.62%
7/22/2020,"1,872.07","1,841.89","1,872.41","1,840.25",1.62%,0.82%
7/23/2020,"1,887.44","1,871.97","1,898.49","1,862.38",0.82%,0.74%
7/24/2020,"1,901.46","1,886.83","1,906.47","1,881.58",0.74%,2.15%
7/27/2020,"1,942.42","1,899.29","1,945.71","1,899.29",2.15%,0.88%
7/28/2020,"1,959.50","1,942.22","1,981.14","1,907.69",0.88%,0.57%
7/29/2020,"1,970.73","1,959.71","1,980.67","1,944.96",0.57%,-0.52%
7/30/2020,"1,960.50","1,970.89","1,972.25","1,940.17",-0.52%,0.79%
7/31/2020,"1,975.89","1,960.96","1,981.11","1,955.99",0.79%,0.07%
8/3/2020,"1,977.25","1,980.43","1,985.22","1,960.15",0.07%,2.09%
8/4/2020,"2,018.52","1,976.45","2,019.96","1,968.38",2.09%,1.08%
8/5/2020,"2,040.40","2,018.98","2,056.10","2,010.33",1.08%,1.15%
8/6/2020,"2,063.81","2,040.03","2,069.84","2,034.83",1.15%,-1.39%
8/7/2020,"2,035.03","2,064.52","2,072.90","2,015.48",-1.39%,-0.36%
8/10/2020,"2,027.77","2,033.71","2,050.10","2,019.42",-0.36%,-5.73%
8/11/2020,"1,911.64","2,027.11","2,031.59","1,901.57",-5.73%,0.34%
8/12/2020,"1,918.07","1,911.26","1,949.26","1,863.92",0.34%,1.87%
8/13/2020,"1,954.00","1,920.87","1,966.83","1,913.42",1.87%,-0.50%
8/14/2020,"1,944.29","1,953.98","1,962.62","1,932.46",-0.50%,2.16%
8/17/2020,"1,986.20","1,946.22","1,990.91","1,929.74",2.16%,0.76%
8/18/2020,"2,001.20","1,985.47","2,015.23","1,977.56",0.76%,-3.57%
8/19/2020,"1,929.82","2,001.22","2,006.51","1,924.63",-3.57%,0.71%
8/20/2020,"1,943.60","1,929.28","1,955.99","1,925.47",0.71%,-0.18%
8/21/2020,"1,940.16","1,946.96","1,956.37","1,911.76",-0.18%,-0.36%
8/24/2020,"1,933.09","1,938.63","1,962.04","1,924.28",-0.36%,-0.25%
8/25/2020,"1,928.19","1,932.66","1,937.55","1,914.31",-0.25%,1.34%
8/26/2020,"1,954.03","1,928.66","1,955.15","1,902.81",1.34%,-1.27%
8/27/2020,"1,929.20","1,953.35","1,976.32","1,909.96",-1.27%,1.85%
8/28/2020,"1,964.89","1,929.44","1,973.81","1,923.71",1.85%,0.27%
8/31/2020,"1,970.15","1,965.39","1,976.53","1,954.55",0.27%,0.02%
9/1/2020,"1,970.49","1,967.58","1,992.26","1,963.22",0.02%,-1.40%
9/2/2020,"1,942.98","1,969.71","1,974.41","1,932.75",-1.40%,-0.62%
9/3/2020,"1,930.85","1,943.00","1,951.15","1,921.95",-0.62%,0.10%
9/4/2020,"1,932.85","1,931.51","1,942.25","1,916.64",0.10%,-0.19%
9/7/2020,"1,929.18","1,930.35","1,941.45","1,924.43",-0.19%,0.11%
9/8/2020,"1,931.26","1,929.14","1,940.80","1,906.57",0.11%,0.80%
9/9/2020,"1,946.66","1,932.26","1,950.95","1,920.20",0.80%,0.38%
9/10/2020,"1,954.07","1,946.06","1,966.50","1,941.42",0.38%,-0.64%
9/11/2020,"1,941.50","1,955.20","1,957.95","1,937.42",-0.64%,0.77%
9/14/2020,"1,956.37","1,941.05","1,962.52","1,937.46",0.77%,-0.04%
9/15/2020,"1,955.52","1,957.31","1,972.35","1,948.64",-0.04%,0.19%
9/16/2020,"1,959.32","1,956.19","1,973.63","1,949.89",0.19%,-0.85%
9/17/2020,"1,942.60","1,959.99","1,963.48","1,932.99",-0.85%,0.37%
9/18/2020,"1,949.69","1,943.87","1,960.20","1,941.79",0.37%,-1.90%
9/21/2020,"1,912.57","1,949.55","1,955.75","1,883.21",-1.90%,-0.69%
9/22/2020,"1,899.28","1,912.80","1,919.99","1,894.93",-0.69%,-1.88%
9/23/2020,"1,863.55","1,900.20","1,905.56","1,855.77",-1.88%,0.24%
9/24/2020,"1,868.04","1,863.42","1,877.30","1,848.45",0.24%,-0.43%
9/25/2020,"1,860.05","1,868.61","1,875.28","1,852.59",-0.43%,1.12%
9/28/2020,"1,880.85","1,859.00","1,883.39","1,849.19",1.12%,0.90%
9/29/2020,"1,897.69","1,881.40","1,899.24","1,875.56",0.90%,-0.65%
9/30/2020,"1,885.44","1,897.81","1,902.39","1,881.31",-0.65%,1.04%
10/1/2020,"1,905.05","1,885.80","1,912.09","1,884.48",1.04%,-0.33%
10/2/2020,"1,898.70","1,905.65","1,917.28","1,889.57",-0.33%,0.75%
10/5/2020,"1,912.90","1,902.24","1,918.74","1,886.81",0.75%,-1.87%
10/6/2020,"1,877.13","1,913.28","1,921.10","1,874.57",-1.87%,0.54%
10/7/2020,"1,887.22","1,878.84","1,898.31","1,873.05",0.54%,0.31%
10/8/2020,"1,893.09","1,887.40","1,900.73","1,881.86",0.31%,1.92%
10/9/2020,"1,929.43","1,894.19","1,930.83","1,893.32",1.92%,-0.39%
10/12/2020,"1,921.95","1,930.50","1,933.45","1,918.19",-0.39%,-1.62%
10/13/2020,"1,890.82","1,922.42","1,925.73","1,886.59",-1.62%,0.53%
10/14/2020,"1,900.89","1,891.90","1,913.03","1,882.44",0.53%,0.36%
10/15/2020,"1,907.82","1,900.31","1,909.22","1,889.46",0.36%,-0.46%
10/16/2020,"1,898.97","1,907.95","1,914.06","1,897.59",-0.46%,0.28%
10/19/2020,"1,904.27","1,899.94","1,918.59","1,897.09",0.28%,0.11%
10/20/2020,"1,906.39","1,904.24","1,914.20","1,894.74",0.11%,0.95%
10/21/2020,"1,924.49","1,908.65","1,931.41","1,907.94",0.95%,-1.06%
10/22/2020,"1,904.04","1,924.34","1,926.00","1,894.80",-1.06%,-0.17%
10/23/2020,"1,900.79","1,904.24","1,914.30","1,894.54",-0.17%,0.05%
10/26/2020,"1,901.69","1,902.34","1,908.55","1,890.90",0.05%,0.27%
10/27/2020,"1,906.83","1,902.19","1,911.34","1,897.47",0.27%,-1.56%
10/28/2020,"1,877.06","1,908.05","1,911.03","1,869.59",-1.56%,-0.53%
10/29/2020,"1,867.13","1,876.94","1,885.42","1,859.67",-0.53%,0.58%
10/30/2020,"1,877.95","1,868.24","1,889.85","1,864.64",0.58%,0.91%
11/2/2020,"1,895.10","1,878.59","1,896.12","1,873.21",0.91%,0.70%
11/3/2020,"1,908.36","1,895.80","1,910.71","1,886.81",0.70%,-0.27%
11/4/2020,"1,903.21","1,908.59","1,916.68","1,883.15",-0.27%,2.38%
11/5/2020,"1,948.56","1,903.65","1,952.95","1,902.43",2.38%,0.15%
11/6/2020,"1,951.51","1,949.24","1,960.77","1,935.40",0.15%,-4.59%
11/9/2020,"1,861.86","1,954.65","1,965.92","1,850.36",-4.59%,0.79%
11/10/2020,"1,876.50","1,862.15","1,890.60","1,860.30",0.79%,-0.63%
11/11/2020,"1,864.71","1,877.34","1,884.93","1,856.05",-0.63%,0.59%
11/12/2020,"1,875.76","1,865.30","1,883.88","1,862.46",0.59%,0.65%
11/13/2020,"1,888.04","1,876.44","1,897.16","1,873.76",0.65%,0.03%
11/16/2020,"1,888.52","1,888.74","1,899.35","1,864.74",0.03%,-0.52%
11/17/2020,"1,878.60","1,889.15","1,893.90","1,877.69",-0.52%,-0.38%
11/18/2020,"1,871.41","1,878.60","1,884.92","1,863.94",-0.38%,-0.22%
11/19/2020,"1,867.37","1,871.44","1,874.34","1,852.48",-0.22%,0.17%
11/20/2020,"1,870.49","1,867.59","1,879.98","1,860.66",0.17%,-1.85%
11/23/2020,"1,835.85","1,869.84","1,876.72","1,830.85",-1.85%,-1.54%
11/24/2020,"1,807.51","1,836.65","1,839.26","1,800.69",-1.54%,-0.12%
11/25/2020,"1,805.30","1,807.69","1,817.98","1,801.33",-0.12%,0.29%
11/26/2020,"1,810.57","1,805.74","1,818.78","1,805.31",0.29%,-1.24%
11/27/2020,"1,788.13","1,811.09","1,813.81","1,773.93",-1.24%,-0.62%
11/30/2020,"1,777.02","1,789.05","1,789.99","1,764.69",-0.62%,2.13%
12/1/2020,"1,814.87","1,777.40","1,817.55","1,775.52",2.13%,0.89%
12/2/2020,"1,831.01","1,815.19","1,832.65","1,806.99",0.89%,0.51%
12/3/2020,"1,840.36","1,831.34","1,844.45","1,823.60",0.51%,-0.15%
12/4/2020,"1,837.61","1,841.05","1,848.26","1,829.30",-0.15%,1.42%
12/7/2020,"1,863.69","1,837.99","1,868.76","1,822.99",1.42%,0.41%
12/8/2020,"1,871.36","1,863.55","1,875.79","1,859.83",0.41%,-1.72%
12/9/2020,"1,839.11","1,871.19","1,871.37","1,825.71",-1.72%,-0.21%
12/10/2020,"1,835.31","1,839.59","1,850.40","1,828.48",-0.21%,0.20%
12/11/2020,"1,839.03","1,835.55","1,847.89","1,824.23",0.20%,-0.64%
12/14/2020,"1,827.17","1,839.30","1,839.86","1,819.92",-0.64%,1.44%
12/15/2020,"1,853.46","1,827.80","1,855.76","1,825.29",1.44%,0.58%
12/16/2020,"1,864.15","1,853.94","1,866.20","1,844.75",0.58%,1.17%
12/17/2020,"1,885.87","1,864.26","1,896.26","1,861.83",1.17%,-0.28%
12/18/2020,"1,880.66","1,885.80","1,889.88","1,876.97",-0.28%,-0.24%
